,Description (also set on the server),Exp (also set on the server),Card,Tome Section,Index,Flag 1,Flag 2,"Flag 3 ",Flag 4,Flag 5,Flag 6,Flag 7,Flag 8,Flag 9,Flag 10,Flag 11,Flag 12,Flag 13,Flag 14,Flag 15,Flag 16,Flag 17,Flag 18,Flag 19,Flag 20,Flag 21,Flag 22,Flag 23,Flag 24,Flag 25,Flag 26,Flag 27,Flag 28,Flag 29,Flag 30,Flag 31,Flag 32,Flag 33,Flag 34,Flag 35,Flag 36
219,"Greenskin Tier 1 RVR ",50,,20,140,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"Greenskin Tier 2 RVR ",50,,20,141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"Greenskin Tier 3 RVR ",50,,20,142,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"Greenskin Tier 4 RVR ",50,,20,143,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"Empire Tier 1 RVR ",50,,20,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"Empire Tier 2 RVR ",50,,20,145,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"Empire Tier 3 RVR ",50,,20,146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"Empire Tier 4 RVR ",50,,20,147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"Chaos Tier 1 RVR ",50,,20,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"Chaos Tier 2 RVR ",50,,20,149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"Chaos Tier 3 RVR ",50,,20,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"Chaos Tier 4 RVR ",50,,20,151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"High Elf Tier 1 RVR ",50,,20,152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"High Elf Tier 2 RVR ",50,,20,153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"High Elf Tier 3 RVR ",50,,20,154,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"High Elf Tier 4 RVR ",50,,20,155,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"Dark Elf Tier 1 RVR ",50,,20,156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"Dark Elf Tier 2 RVR ",50,,20,157,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"Dark Elf Tier 3 RVR ",50,,20,158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"Dark Elf Tier 4 RVR ",50,,20,159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Hidden Influence,,,20,637,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Hunter's Vale (Destro),624,,20,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Hunter's Vale (Order),624,,20,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Hidden Influence For Bitter Rivals,,,20,639,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Hidden Influence For Zone 191,,,20,640,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Hidden Influence For Night of Murder,,,20,638,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Hidden Influence For Beyond the Sands,,,20,641,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Hidden Influence For Wild Hunt,,,20,642,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Tomb Kings Pyramid Interior,,,20,643,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Hidden Influence For Daemon Moon Rising,,,20,644,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Bloodwrought Enclave (Destruction),924,,20,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Bilerot Burrow (Destruction),924,,20,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Sigmar Crypts (Destruction),924,,20,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Warpblade Tunnels (Destruction),924,,20,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Bloodwrought Enclave (Order),924,,20,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Bilerot Burrow (Order),924,,20,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Sigmar Crypts (Order),924,,20,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Warpblade Tunnels (Order),924,,20,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Inevitable City (Order Influence),300,,20,235,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Inevitable City (Destruction Infuence),300,,20,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Altdorf (Order Influence),300,,20,535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Altdorf (Destruction Influence),300,,20,536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Karak-Eight-Peaks (Order Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Karak-Eight-Peaks (Dest Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Karaz-A-Karak (Order Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Karaz-A-Karak (Dest Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Malekith's Fist (Order Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Malekith's Fist (Dest Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Lothern (Order Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Lothern (Dest Inf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,The Necropolis of Zandri,50,,20,655,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,The Tomb of the Vulture Lord,50,,20,656,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,The Necropolis of Zandri,50,,20,657,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,The Tomb of the Vulture Lord,50,,20,658,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Walk without Rhythm,420,,30,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Hard Boiled,69,,30,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Breathe Deep,69,,30,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Natural Selection,69,,30,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Hey, that's my aggro",69,,30,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Barrels of Fun,69,,30,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,"Just a lil' guy! ",69,,30,1806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Down to the Wire,69,,30,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Bite versus Bark,69,,30,1808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Despite all your Rage,69,,30,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Padding the Heals,69,,30,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Ain't no party like a Slaaneshi party,69,,30,1811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Taste the Rainbow,69,,30,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Completed all Lost Vale Hard-Mode Achievements,69,,30,1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Extreme Clicker,69,,30,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Darkpromise Weeder,69,,30,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Better than Most People,69,,30,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Summoned and defeated Syndestra,69,,30,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Completed all the Hard Mode Achievements and Secrets of Lost Vale,666,,30,1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,To Feel the Sun,66,,30,1819,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,To See the Views,66,,30,1820,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,To Smell the Flowers,66,,30,1821,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,To Hear the Waters,66,,30,1822,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,The Wayward Soul,66,,30,1823,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Collector's Edition Dwarf PvE Quest,66,,30,973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Collector's Edition Dwarf PvP Quest,66,,30,974,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Collector's Edition Greenskin PvE Quest,66,,30,975,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Collector's Edition Greenskin PvP Quest,66,,30,976,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Collector's Edition Empire PvE Quest,66,,30,977,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Collector's Edition Empire PvP Quest,66,,30,978,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Collector's Edition Chaos PvE Quest,66,,30,979,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Collector's Edition Chaos PvP Quest,66,,30,980,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Collector's Edition High Elf PvE Quest,66,,30,981,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Collector's Edition High Elf PvP Quest,66,,30,982,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Collector's Edition Dark Elf PvE Quest,66,,30,983,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Collector's Edition Dark Elf PvP Quest,66,,30,984,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Dwarf vs Greenskin Chapter 1 Kill Collector,66,,30,1701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Dwarf vs Greenskin Chapter 2 Kill Collector,66,,30,1702,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Dwarf vs Greenskin Chapter 3 Kill Collector,66,,30,1703,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Dwarf vs Greenskin Chapter 4 Kill Collector,66,,30,1704,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Dwarf vs Greenskin Chapter 5 Kill Collector,66,,30,1705,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,Dwarf vs Greenskin Chapter 6 Kill Collector,66,,30,1706,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Dwarf vs Greenskin Chapter 7 Kill Collector,66,,30,1707,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Dwarf vs Greenskin Chapter 8 Kill Collector,66,,30,1708,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Dwarf vs Greenskin Chapter 9 Kill Collector,66,,30,1709,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Dwarf vs Greenskin Chapter 10 Kill Collector,66,,30,1710,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Dwarf vs Greenskin Chapter 11 Kill Collector,66,,30,1711,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Dwarf vs Greenskin Chapter 12 Kill Collector,66,,30,1712,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Dwarf vs Greenskin Chapter 13 Kill Collector,66,,30,1713,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Dwarf vs Greenskin Chapter 14 Kill Collector,66,,30,1714,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Dwarf vs Greenskin Chapter 15 Kill Collector,66,,30,1715,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Dwarf vs Greenskin Chapter 16 Kill Collector,66,,30,1716,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Dwarf vs Greenskin Chapter 17 Kill Collector,66,,30,1717,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Dwarf vs Greenskin Chapter 18 Kill Collector,66,,30,1718,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Dwarf vs Greenskin Chapter 19 Kill Collector,66,,30,1719,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Dwarf vs Greenskin Chapter 20 Kill Collector,66,,30,1720,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Dwarf vs Greenskin Chapter 21 Kill Collector,66,,30,1721,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Dwarf vs Greenskin Chapter 22 Kill Collector,66,,30,1722,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Empire vs Chaos Chapter 1 Kill Collector,66,,30,1723,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Empire vs Chaos Chapter 2 Kill Collector,66,,30,1724,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Empire vs Chaos Chapter 3 Kill Collector,66,,30,1725,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Empire vs Chaos Chapter 4 Kill Collector,66,,30,1726,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Empire vs Chaos Chapter 5 Kill Collector,66,,30,1727,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Empire vs Chaos Chapter 6 Kill Collector,66,,30,1728,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Empire vs Chaos Chapter 7 Kill Collector,66,,30,1729,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Empire vs Chaos Chapter 8 Kill Collector,66,,30,1730,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Empire vs Chaos Chapter 9 Kill Collector,66,,30,1731,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Empire vs Chaos Chapter 10 Kill Collector,66,,30,1732,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Empire vs Chaos Chapter 11 Kill Collector,66,,30,1733,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Empire vs Chaos Chapter 12 Kill Collector,66,,30,1734,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Empire vs Chaos Chapter 13 Kill Collector,66,,30,1735,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Empire vs Chaos Chapter 14 Kill Collector,66,,30,1736,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Empire vs Chaos Chapter 15 Kill Collector,66,,30,1737,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Empire vs Chaos Chapter 16 Kill Collector,66,,30,1738,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Empire vs Chaos Chapter 17 Kill Collector,66,,30,1739,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Empire vs Chaos Chapter 18 Kill Collector,66,,30,1740,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Empire vs Chaos Chapter 19 Kill Collector,66,,30,1741,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Empire vs Chaos Chapter 20 Kill Collector,66,,30,1742,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Empire vs Chaos Chapter 21 Kill Collector,66,,30,1743,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Empire vs Chaos Chapter 22 Kill Collector,66,,30,1744,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,High Elf vs Dark Elf Chapter 1 Kill Collector,66,,30,1745,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,High Elf vs Dark Elf Chapter 2 Kill Collector,66,,30,1746,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,High Elf vs Dark Elf Chapter 3 Kill Collector,66,,30,1747,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,High Elf vs Dark Elf Chapter 4 Kill Collector,66,,30,1748,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,High Elf vs Dark Elf Chapter 5 Kill Collector,66,,30,1749,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,High Elf vs Dark Elf Chapter 6 Kill Collector,66,,30,1750,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,High Elf vs Dark Elf Chapter 7 Kill Collector,66,,30,1751,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,High Elf vs Dark Elf Chapter 8 Kill Collector,66,,30,1752,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
